MESS_DATUM,FM,FX,PM,TMK,TXK,TNK
1970-01-01,2.4,6.7,971.8,-7.7,-5.6,-8.8
1970-01-02,4.7,14.6,973.5,-3.2,-2.4,-8.1
1970-01-03,5.0,15.0,970.6,0.0,0.8,-2.4
1970-01-04,2.3,7.3,968.0,0.1,1.6,-0.8
1970-01-05,4.1,10.5,958.7,-0.9,-0.3,-1.7
1970-01-06,2.1,5.1,975.9,-5.2,-1.2,-8.0
1970-01-07,2.3,9.4,985.0,-2.2,-0.3,-8.9
1970-01-08,3.8,11.6,990.2,-5.7,-2.4,-8.8
1970-01-09,6.6,13.8,985.9,-2.6,-2.1,-5.7
1970-01-10,5.1,12.1,978.2,-0.6,-0.1,-2.3
1970-01-11,1.7,6.5,970.7,-1.1,1.6,-4.1
1970-01-12,1.0,6.2,967.0,-2.2,2.1,-4.3
1970-01-13,0.5,2.9,971.5,-5.2,-2.2,-8.8
1970-01-14,0.9,4.8,971.8,-2.7,-1.3,-7.0
1970-01-15,0.8,3.7,969.4,-1.4,-0.4,-4.0
1970-01-16,0.4,3.0,975.8,0.8,1.2,-0.8
1970-01-17,1.5,6.1,985.8,0.2,1.2,-0.4
1970-01-18,2.4,6.6,990.8,-3.0,0.1,-3.8
1970-01-19,1.8,4.9,994.6,-6.2,-3.8,-6.9
1970-01-20,2.5,7.0,993.6,-8.6,-6.4,-9.8
1970-01-21,2.9,6.9,990.0,-4.8,-3.7,-9.8
1970-01-22,3.4,7.0,987.8,-4.0,-3.4,-4.6
1970-01-23,3.0,9.9,984.0,-1.0,1.0,-4.4
1970-01-24,3.5,7.5,980.3,2.6,3.9,-1.4
1970-01-25,3.3,8.5,983.2,2.3,3.9,1.6
1970-01-26,1.9,6.4,985.0,2.0,3.2,0.6
1970-01-27,2.2,9.2,986.3,2.8,4.4,1.3
1970-01-28,2.2,5.0,991.0,1.6,5.6,0.3
1970-01-29,1.5,5.5,986.3,-2.6,1.0,-6.9
1970-01-30,4.6,10.8,974.8,-1.6,-0.9,-3.3
1970-01-31,3.5,10.5,987.8,-6.0,-1.4,-8.0
1970-02-01,0.8,4.0,986.6,-12.2,-7.7,-16.4
1970-02-02,1.7,9.6,975.0,-3.8,1.2,-15.6
1970-02-03,7.6,25.5,970.3,4.6,8.3,1.1
1970-02-04,5.3,14.3,970.2,3.1,5.4,1.3
1970-02-05,4.8,10.8,968.4,4.4,6.7,1.8
1970-02-06,4.7,11.9,978.0,0.3,4.2,-1.4
1970-02-07,3.4,17.9,977.5,1.4,3.8,-5.6
1970-02-08,6.3,19.1,973.8,3.0,4.5,2.0
1970-02-09,6.7,17.7,967.0,3.9,6.0,1.3
1970-02-10,5.7,13.8,967.5,1.6,2.8,0.5
1970-02-11,3.0,11.6,974.6,-0.1,2.4,-1.4
1970-02-12,5.5,20.7,969.1,0.5,1.4,-2.1
1970-02-13,7.3,13.5,970.4,-1.0,3.7,-2.2
1970-02-14,3.8,12.2,973.4,-2.7,0.2,-5.8
1970-02-15,4.4,12.2,980.7,-5.2,-2.1,-6.4
1970-02-16,3.4,7.8,982.7,-4.4,-1.8,-9.4
1970-02-17,5.2,12.5,980.4,-2.8,-0.7,-4.8
1970-02-18,6.7,18.7,981.0,-1.6,1.5,-2.8
1970-02-19,2.5,9.0,990.2,-2.0,-1.0,-4.3
1970-02-20,5.9,21.0,979.4,3.4,5.6,-1.0
1970-02-21,4.6,14.0,976.6,2.9,3.5,0.9
1970-02-22,6.9,20.3,975.0,7.5,9.2,3.5
1970-02-23,7.3,23.3,977.0,3.2,8.6,1.2
1970-02-24,2.0,8.4,979.1,2.9,5.5,0.2
1970-02-25,1.9,6.2,982.7,0.0,3.8,-1.0
1970-02-26,2.7,9.5,984.8,0.6,2.7,-1.4
1970-02-27,3.8,9.9,986.3,-2.6,0.2,-3.5
1970-02-28,3.2,7.3,990.7,-4.1,-1.9,-4.9
1970-03-01,3.5,10.9,988.8,-2.3,-0.6,-8.2
1970-03-02,6.8,17.1,967.9,-1.2,0.8,-1.9
1970-03-03,2.4,6.3,967.5,-4.0,0.1,-9.3
1970-03-04,1.3,6.8,967.5,-3.7,-0.5,-7.6
1970-03-05,5.5,14.8,964.4,-1.6,-0.9,-3.9
1970-03-06,6.3,16.0,979.9,-0.4,2.1,-1.9
1970-03-07,4.6,13.6,982.6,-1.6,1.5,-3.0
1970-03-08,5.3,14.1,977.6,-0.9,2.9,-5.1
1970-03-09,3.0,8.1,984.0,-0.8,2.9,-6.0
1970-03-10,4.0,9.5,987.6,2.0,6.4,-1.1
1970-03-11,1.0,5.1,987.2,0.8,6.4,-4.5
1970-03-12,2.0,5.1,983.4,1.0,6.3,-3.6
1970-03-13,1.6,7.0,984.7,2.6,8.4,-3.8
1970-03-14,5.3,14.2,983.2,1.2,4.1,-1.0
1970-03-15,3.9,12.0,986.7,0.2,4.5,-2.4
1970-03-16,2.2,9.7,991.1,2.4,5.8,-2.8
1970-03-17,5.0,27.0,984.7,3.6,4.4,1.8
1970-03-18,7.0,20.4,969.5,3.9,7.6,3.0
1970-03-19,5.5,14.8,977.2,2.9,5.6,1.0
1970-03-20,4.9,11.3,986.8,4.6,6.0,0.9
1970-03-21,3.6,13.0,986.0,8.7,11.3,6.0
1970-03-22,2.5,8.0,983.6,8.6,12.3,7.2
1970-03-23,2.2,4.9,983.6,8.0,10.3,5.6
1970-03-24,3.2,15.0,982.3,8.5,10.2,5.4
1970-03-25,4.5,21.1,984.3,5.3,9.2,3.8
1970-03-26,1.8,4.7,982.0,5.6,10.8,-0.3
1970-03-27,4.1,14.5,976.7,1.4,6.4,-1.1
1970-03-28,6.4,18.2,974.2,0.2,4.5,-1.4
1970-03-29,6.2,15.5,978.3,2.7,5.8,-0.4
1970-03-30,6.7,18.2,975.9,7.3,10.4,2.4
1970-03-31,6.7,16.1,966.8,6.4,9.7,4.9
1970-04-01,5.3,13.6,971.1,4.3,8.1,1.8
1970-04-02,3.5,16.0,977.9,1.7,6.9,-0.7
1970-04-03,4.7,15.0,980.8,-0.4,2.5,-1.2
1970-04-04,2.6,10.1,978.0,1.3,5.6,-3.7
1970-04-05,4.8,15.9,977.2,0.6,5.0,-1.0
1970-04-06,7.0,15.6,975.0,4.1,7.9,0.0
1970-04-07,4.7,16.2,971.5,3.6,5.7,1.8
1970-04-08,1.6,7.9,969.9,4.1,8.3,-0.3
1970-04-09,2.5,9.0,969.2,3.3,6.0,0.6
1970-04-10,3.9,24.5,977.6,2.3,5.3,-1.4
1970-04-11,3.8,16.7,982.4,4.6,9.7,1.0
1970-04-12,3.1,9.0,980.6,6.8,11.6,-0.1
1970-04-13,4.1,13.9,975.6,6.4,10.6,5.0
1970-04-14,4.3,11.5,992.0,6.5,10.8,3.6
1970-04-15,2.0,6.0,999.1,7.8,12.7,-0.5
1970-04-16,2.2,7.0,995.5,10.7,14.0,6.4
1970-04-17,2.4,11.2,989.5,16.9,21.6,10.9
1970-04-18,3.0,12.4,985.2,15.0,21.0,10.4
1970-04-19,2.0,7.9,979.1,10.4,15.4,7.7
1970-04-20,4.3,13.6,985.5,8.0,10.7,6.0
1970-04-21,6.5,19.0,990.7,9.3,13.6,3.0
1970-04-22,5.9,17.7,991.8,10.9,12.1,8.1
1970-04-23,5.2,15.8,985.8,12.4,17.8,9.7
1970-04-24,4.2,10.7,985.5,12.1,15.4,9.8
1970-04-25,6.5,18.0,977.4,11.9,15.0,10.2
1970-04-26,5.2,15.4,971.4,8.5,11.6,7.5
1970-04-27,3.7,13.1,979.9,6.8,9.6,5.5
1970-04-28,2.9,9.3,986.8,6.3,10.4,3.0
1970-04-29,7.0,24.0,979.2,2.7,6.3,0.8
1970-04-30,5.8,16.0,986.0,3.5,6.4,0.9
1970-05-01,4.7,12.6,992.7,5.5,8.1,2.4
1970-05-02,2.3,6.2,991.1,7.6,11.8,1.3
1970-05-03,1.2,4.4,989.6,9.3,10.7,6.2
1970-05-04,3.1,8.6,986.3,10.6,13.8,7.8
1970-05-05,3.6,13.1,981.8,13.9,19.8,6.7
1970-05-06,6.3,17.9,976.4,16.2,21.3,11.7
1970-05-07,3.1,9.8,976.4,16.0,21.9,9.4
1970-05-08,4.9,17.5,972.6,17.2,24.7,10.7
1970-05-09,2.7,10.3,979.0,15.4,19.8,10.2
1970-05-10,2.9,9.3,972.3,17.8,22.7,10.6
1970-05-11,7.1,15.1,967.5,8.4,17.8,7.7
1970-05-12,5.6,13.7,970.8,10.2,11.0,7.2
1970-05-13,4.5,13.9,979.8,11.8,15.3,10.3
1970-05-14,1.8,7.3,981.4,14.9,20.2,8.6
1970-05-15,1.8,11.0,977.5,11.5,15.9,8.9
1970-05-16,3.2,10.3,979.2,13.4,19.3,9.0
1970-05-17,2.5,9.0,985.1,13.9,17.3,10.1
1970-05-18,2.8,9.3,996.3,14.6,19.0,6.4
1970-05-19,2.0,6.8,992.7,15.6,21.2,6.0
1970-05-20,2.9,13.5,987.4,13.1,16.9,11.4
1970-05-21,4.6,15.2,978.0,12.4,17.3,8.9
1970-05-22,5.0,18.2,982.3,9.2,14.4,6.3
1970-05-23,4.0,12.2,993.6,9.6,12.8,3.8
1970-05-24,1.8,13.0,996.8,13.1,18.2,7.2
1970-05-25,2.0,8.9,990.7,16.0,21.5,5.0
1970-05-26,5.1,13.4,991.8,14.3,18.2,11.6
1970-05-27,5.1,13.6,989.8,11.1,14.2,10.5
1970-05-28,2.2,6.7,986.8,12.8,18.3,6.1
1970-05-29,2.0,9.6,980.3,15.8,20.7,7.3
1970-05-30,3.4,9.1,983.4,11.9,16.8,11.0
1970-05-31,3.3,12.1,989.8,13.2,16.9,10.1
1970-06-01,3.7,11.0,992.3,13.4,17.2,9.5
1970-06-02,4.6,11.4,996.3,12.2,17.3,8.8
1970-06-03,2.6,8.7,995.5,13.0,19.0,6.4
1970-06-04,4.4,13.0,990.2,13.2,17.2,7.4
1970-06-05,2.4,8.0,985.4,15.0,20.2,8.4
1970-06-06,3.7,11.0,983.6,18.5,23.8,11.0
1970-06-07,3.6,10.5,981.4,21.4,26.6,12.5
1970-06-08,3.1,10.6,980.7,21.5,26.3,15.0
1970-06-09,2.7,11.4,980.2,20.1,27.1,16.9
1970-06-10,2.8,8.5,983.6,17.8,22.3,14.7
1970-06-11,3.7,10.0,985.9,20.8,26.2,15.8
1970-06-12,4.1,12.3,983.9,20.6,26.2,13.4
1970-06-13,3.4,7.7,983.6,18.0,23.1,12.3
1970-06-14,1.5,5.5,981.6,19.3,25.1,8.7
1970-06-15,1.6,6.2,983.2,20.6,27.1,11.6
1970-06-16,2.5,22.4,983.8,17.2,26.1,12.9
1970-06-17,1.9,6.0,983.0,19.4,23.0,13.6
1970-06-18,4.4,13.3,981.6,19.0,23.8,13.9
1970-06-19,3.0,10.2,984.7,20.5,24.9,15.1
1970-06-20,1.5,5.1,989.6,22.0,28.1,13.0
1970-06-21,1.8,7.2,991.5,23.1,29.2,14.0
1970-06-22,1.9,7.0,988.4,23.2,31.2,14.9
1970-06-23,2.0,21.1,986.7,18.7,26.2,16.0
1970-06-24,2.8,15.2,988.3,20.0,26.6,14.9
1970-06-25,2.6,7.8,991.8,19.5,24.3,14.8
1970-06-26,1.6,6.0,990.0,22.2,27.6,15.0
1970-06-27,2.9,10.4,985.5,23.8,30.7,15.3
1970-06-28,3.0,13.4,985.5,16.4,26.2,14.6
1970-06-29,3.9,13.6,985.5,14.2,18.8,13.4
1970-06-30,4.4,12.0,982.8,13.4,16.7,9.4
1970-07-01,4.9,13.5,977.5,13.9,15.5,8.4
1970-07-02,5.8,15.3,978.6,13.3,17.4,10.3
1970-07-03,4.8,15.1,983.2,12.4,17.1,10.8
1970-07-04,2.8,8.3,989.2,13.6,18.4,10.4
1970-07-05,2.9,7.0,991.9,16.0,19.7,12.1
1970-07-06,1.6,4.7,991.8,19.4,23.7,15.1
1970-07-07,1.9,7.8,985.6,21.2,27.0,12.2
1970-07-08,2.3,13.6,980.0,21.6,29.0,14.3
1970-07-09,2.3,13.9,981.9,19.3,27.1,16.3
1970-07-10,2.9,9.8,989.9,18.5,22.8,15.6
1970-07-11,2.0,8.2,990.4,17.7,22.3,12.2
1970-07-12,2.4,8.8,991.1,20.4,26.0,12.2
1970-07-13,1.9,6.6,987.1,22.2,29.3,11.9
1970-07-14,4.3,17.0,976.4,18.6,26.9,14.2
1970-07-15,5.2,20.2,976.8,12.8,16.8,8.9
1970-07-16,5.1,13.2,984.6,12.4,14.3,9.4
1970-07-17,4.8,11.3,990.6,12.5,16.7,9.3
1970-07-18,3.0,8.7,988.3,14.9,19.2,7.8
1970-07-19,3.1,15.2,977.4,16.7,22.4,12.3
1970-07-20,5.4,17.2,971.8,14.5,16.8,13.1
1970-07-21,2.4,12.5,980.7,14.8,20.3,7.2
1970-07-22,1.5,6.8,986.3,17.4,22.7,11.1
1970-07-23,2.0,8.5,987.0,20.0,27.0,8.9
1970-07-24,2.7,17.4,982.0,22.3,27.9,15.7
1970-07-25,5.6,15.0,981.4,14.6,21.2,12.5
1970-07-26,4.2,13.3,983.9,14.0,17.1,11.0
1970-07-27,3.5,11.5,986.2,18.1,21.4,12.9
1970-07-28,2.2,7.1,986.6,22.4,28.9,13.0
1970-07-29,3.0,17.6,986.3,18.7,24.8,15.4
1970-07-30,1.8,5.1,991.0,19.4,24.9,12.9
1970-07-31,1.5,7.9,990.0,19.4,23.7,14.7
1970-08-01,1.8,6.6,990.2,20.9,26.1,16.4
1970-08-02,1.5,7.0,987.6,20.4,25.7,15.4
1970-08-03,2.0,6.8,983.6,20.0,25.8,15.2
1970-08-04,1.9,6.9,983.6,21.5,27.0,15.3
1970-08-05,1.4,19.8,984.8,21.5,30.3,12.8
1970-08-06,1.5,5.7,984.8,24.8,30.7,16.6
1970-08-07,1.8,11.2,983.0,21.2,29.6,16.9
1970-08-08,3.0,12.7,981.9,19.5,25.3,16.2
1970-08-09,4.6,10.6,983.9,17.0,19.3,14.5
1970-08-10,3.6,12.9,985.6,17.3,23.0,13.6
1970-08-11,3.1,9.9,984.7,15.1,19.4,13.6
1970-08-12,2.0,6.0,989.4,16.6,21.9,11.7
1970-08-13,2.0,8.3,987.1,18.8,25.2,9.5
1970-08-14,2.9,15.1,986.8,19.2,28.3,11.8
1970-08-15,1.7,4.7,987.8,18.3,22.8,14.5
1970-08-16,3.0,14.6,978.8,19.0,26.9,14.7
1970-08-17,4.3,11.1,981.0,14.2,19.1,12.3
1970-08-18,1.8,7.2,981.5,15.7,20.9,8.0
1970-08-19,1.9,6.9,978.4,18.2,24.4,8.7
1970-08-20,1.3,7.5,981.1,15.8,19.0,15.3
1970-08-21,1.6,5.1,980.8,15.9,19.0,13.3
1970-08-22,3.0,8.6,981.9,15.3,20.0,12.4
1970-08-23,3.0,11.9,982.3,14.1,19.9,9.8
1970-08-24,3.4,12.1,984.3,15.2,19.8,12.3
1970-08-25,1.7,6.9,989.4,15.8,22.6,9.9
1970-08-26,1.4,6.3,991.1,16.0,23.1,8.4
1970-08-27,1.5,7.0,989.5,17.7,24.1,8.9
1970-08-28,1.6,6.9,984.6,18.2,25.2,11.0
1970-08-29,1.4,6.1,983.0,19.3,25.7,10.1
1970-08-30,1.0,3.4,985.8,18.9,23.2,14.8
1970-08-31,2.0,7.3,986.7,19.5,26.0,13.2
1970-09-01,3.0,12.5,985.6,16.0,20.5,14.3
1970-09-02,2.1,9.0,985.4,15.3,21.3,7.6
1970-09-03,3.2,12.7,983.9,16.8,20.2,12.8
1970-09-04,3.9,12.7,988.8,16.8,20.3,13.8
1970-09-05,5.4,15.2,987.0,18.4,21.2,15.8
1970-09-06,4.9,13.0,989.0,16.1,20.1,13.7
1970-09-07,2.2,6.5,987.9,15.5,21.8,9.4
1970-09-08,3.6,19.8,979.2,18.5,25.0,10.2
1970-09-09,5.0,14.8,979.1,19.2,25.4,15.9
1970-09-10,3.1,12.4,977.6,19.0,29.7,12.6
1970-09-11,2.4,20.3,980.0,12.0,16.8,11.4
1970-09-12,3.4,10.6,980.8,13.9,18.4,9.2
1970-09-13,4.7,12.5,981.9,12.2,14.6,9.6
1970-09-14,4.7,14.4,981.8,15.3,20.1,9.6
1970-09-15,2.7,13.3,980.3,18.3,26.4,10.3
1970-09-16,5.8,17.4,988.0,12.2,17.3,10.9
1970-09-17,1.7,7.8,997.5,12.0,15.8,6.9
1970-09-18,1.4,4.5,996.3,14.5,20.9,6.3
1970-09-19,1.0,2.9,994.2,16.2,24.1,8.9
1970-09-20,1.8,5.5,993.2,16.8,24.3,10.9
1970-09-21,2.6,7.6,992.4,16.2,22.6,10.8
1970-09-22,2.3,7.1,993.6,12.3,17.8,10.4
1970-09-23,1.9,6.4,993.2,10.2,17.3,3.8
1970-09-24,1.1,3.9,993.1,9.2,17.1,1.5
1970-09-25,1.5,6.5,990.7,14.1,22.0,4.4
1970-09-26,1.5,5.6,991.2,13.4,20.3,7.8
1970-09-27,2.1,7.9,995.9,12.8,17.6,8.4
1970-09-28,2.2,8.0,1000.0,12.1,19.2,6.2
1970-09-29,1.9,8.0,996.2,10.6,19.2,4.2
1970-09-30,2.3,11.1,984.6,10.2,14.3,3.0
1970-10-01,5.0,14.9,980.3,11.0,14.0,9.3
1970-10-02,6.5,23.2,972.3,10.6,14.6,8.3
1970-10-03,6.2,15.8,975.4,8.8,10.3,5.8
1970-10-04,6.0,15.1,985.5,9.2,12.3,7.8
1970-10-05,3.8,10.2,983.4,12.8,13.6,7.8
1970-10-06,3.3,8.5,978.2,14.6,21.7,7.2
1970-10-07,2.5,9.2,977.8,14.0,19.6,10.2
1970-10-08,1.8,7.9,984.3,14.1,19.0,9.8
1970-10-09,1.8,7.0,989.4,13.8,14.8,11.8
1970-10-10,1.9,4.9,993.5,12.7,15.8,11.8
1970-10-11,2.5,9.8,995.6,15.0,22.3,7.4
1970-10-12,3.6,8.3,997.0,13.0,14.8,10.3
1970-10-13,1.3,4.2,994.2,13.2,15.2,11.1
1970-10-14,2.5,8.8,993.5,11.6,15.8,9.5
1970-10-15,3.9,9.7,996.2,6.5,12.7,4.8
1970-10-16,3.2,8.0,998.7,7.2,12.8,0.5
1970-10-17,2.0,7.2,995.0,6.6,13.0,3.4
1970-10-18,1.4,5.9,991.9,6.8,14.4,-0.9
1970-10-19,5.9,18.2,977.1,8.2,13.2,6.0
1970-10-20,3.2,13.4,968.6,5.1,8.8,4.4
1970-10-21,4.7,12.0,975.2,5.5,7.6,3.7
1970-10-22,3.4,13.5,986.0,5.2,8.3,3.6
1970-10-23,5.6,14.8,991.9,5.1,7.5,3.6
1970-10-24,2.0,7.6,998.2,3.9,7.0,-0.9
1970-10-25,4.1,9.2,992.7,8.7,11.0,4.8
1970-10-26,5.5,15.8,989.0,9.9,12.0,7.2
1970-10-27,2.7,9.2,995.2,7.4,10.8,5.0
1970-10-28,4.3,14.0,991.4,11.0,12.9,5.4
1970-10-29,4.0,14.0,993.2,12.0,13.7,11.0
1970-10-30,4.1,13.5,991.1,11.6,14.7,8.9
1970-10-31,3.9,14.0,989.0,11.3,13.1,7.9
1970-11-01,5.7,15.5,987.6,11.9,13.4,10.7
1970-11-02,5.8,15.8,986.8,13.9,15.5,10.6
1970-11-03,7.6,20.1,982.0,13.6,17.6,12.3
1970-11-04,5.5,18.6,990.6,9.8,12.8,9.4
1970-11-05,6.2,14.3,984.8,8.3,9.6,7.0
1970-11-06,3.5,13.9,989.0,6.2,7.6,4.9
1970-11-07,1.4,5.4,986.4,3.1,6.0,0.1
1970-11-08,1.9,6.1,989.1,2.8,3.4,1.4
1970-11-09,6.7,18.0,979.1,7.0,7.7,3.1
1970-11-10,5.7,16.5,986.6,6.3,7.4,5.4
1970-11-11,5.3,15.0,985.5,8.0,9.1,2.5
1970-11-12,4.7,12.0,978.3,10.3,15.6,8.1
1970-11-13,3.4,14.6,979.6,6.2,11.9,5.0
1970-11-14,1.9,4.7,970.6,3.9,5.1,3.1
1970-11-15,4.5,12.5,970.0,5.0,7.3,2.5
1970-11-16,3.0,7.2,978.3,2.6,4.6,1.6
1970-11-17,3.6,9.8,976.3,3.2,4.1,0.5
1970-11-18,5.8,14.8,970.7,11.8,13.3,4.0
1970-11-19,6.5,19.6,969.0,10.8,13.0,9.8
1970-11-20,3.3,7.8,978.7,6.4,10.8,3.6
1970-11-21,2.6,7.0,977.2,6.3,8.2,4.2
1970-11-22,2.8,9.8,985.1,5.1,6.2,2.9
1970-11-23,1.9,6.7,993.2,2.1,5.4,0.8
1970-11-24,1.5,5.7,990.3,2.6,7.4,-3.0
1970-11-25,3.3,7.2,993.6,1.3,2.2,-0.3
1970-11-26,1.8,5.7,1000.4,0.2,1.1,-0.6
1970-11-27,1.8,5.1,998.8,0.9,2.3,-1.4
1970-11-28,3.0,6.7,989.1,0.2,1.8,-0.7
1970-11-29,1.1,4.9,977.4,2.4,3.6,-1.1
1970-11-30,4.9,15.3,978.0,9.0,10.6,2.9
1970-12-01,5.4,12.6,979.5,6.8,9.1,5.6
1970-12-02,4.7,11.0,987.1,6.0,7.0,5.5
1970-12-03,8.7,21.2,979.2,6.1,10.0,4.1
1970-12-04,2.7,8.8,991.9,3.2,4.5,-0.5
1970-12-05,4.9,13.7,992.4,6.5,8.3,4.4
1970-12-06,5.2,13.5,991.8,5.0,6.4,2.7
1970-12-07,2.6,11.0,991.1,4.0,5.6,2.8
1970-12-08,1.9,7.9,1004.3,2.8,6.3,-0.2
1970-12-09,1.1,3.7,1006.7,1.1,3.0,-3.3
1970-12-10,1.4,5.0,1005.4,3.5,4.4,1.7
1970-12-11,4.5,8.9,1001.9,1.0,3.8,0.1
1970-12-12,2.3,5.3,999.5,-0.6,0.1,-1.5
1970-12-13,1.0,2.9,997.9,-0.1,1.6,-2.2
1970-12-14,1.1,5.0,997.1,1.6,2.6,-1.3
1970-12-15,3.1,7.5,1000.7,2.4,3.7,1.2
1970-12-16,1.7,6.5,1002.6,1.8,2.8,-0.7
1970-12-17,2.5,6.3,997.6,-0.5,2.2,-2.1
1970-12-18,1.7,4.5,995.2,0.9,1.6,-0.8
1970-12-19,1.9,5.2,995.6,-0.2,1.0,-1.2
1970-12-20,1.6,4.0,995.4,1.3,2.0,-0.5
1970-12-21,3.4,14.9,990.4,1.0,4.1,-1.0
1970-12-22,2.1,5.7,990.4,-1.3,0.4,-2.3
1970-12-23,1.8,5.2,988.3,-4.1,-1.7,-5.7
1970-12-24,4.2,10.0,987.0,-3.4,-2.3,-5.3
1970-12-25,3.5,9.4,986.3,-3.6,-2.7,-4.5
1970-12-26,3.5,7.7,983.9,-5.6,-3.1,-7.1
1970-12-27,3.9,8.5,980.2,-6.3,-2.4,-9.0
1970-12-28,3.5,10.3,968.0,-3.0,-1.7,-8.7
1970-12-29,3.2,8.9,971.4,-2.4,0.4,-4.1
1970-12-30,2.7,7.1,964.3,-3.9,-2.8,-4.4
1970-12-31,1.9,5.8,976.0,-6.6,-3.3,-9.6
1971-01-01,1.9,4.8,982.8,-12.6,-8.0,-14.8
1971-01-02,2.2,5.1,988.3,-12.3,-10.2,-17.0
1971-01-03,1.2,3.2,984.3,-9.6,-9.0,-13.2
1971-01-04,1.0,3.3,989.8,-7.4,-6.8,-10.0
1971-01-05,2.2,7.3,990.3,-8.9,-7.1,-12.0
1971-01-06,1.8,5.4,996.4,-13.2,-8.4,-16.2
1971-01-07,0.6,3.6,1001.8,-13.9,-10.2,-19.0
1971-01-08,0.9,4.1,998.7,-7.6,-4.7,-14.6
1971-01-09,0.9,3.8,999.2,-6.4,-3.0,-11.1
1971-01-10,0.9,3.6,998.4,-5.6,-0.8,-11.0
1971-01-11,1.2,6.0,988.7,-1.9,4.2,-8.6
1971-01-12,0.8,2.6,990.3,-5.1,0.1,-8.5
1971-01-13,0.5,3.2,992.8,-7.4,-2.9,-11.2
1971-01-14,0.5,2.3,989.1,-7.8,-2.2,-12.6
1971-01-15,0.8,3.1,985.0,-5.5,-3.3,-10.9
1971-01-16,1.5,5.9,983.8,1.6,3.4,-4.6
1971-01-17,2.6,5.8,981.6,1.0,3.9,0.0
1971-01-18,4.5,8.5,981.2,-1.6,0.5,-3.5
1971-01-19,3.3,8.8,972.2,1.8,4.1,-4.3
1971-01-20,3.9,11.8,969.5,4.2,7.5,2.2
1971-01-21,3.5,11.1,959.0,1.6,2.9,0.3
1971-01-22,4.1,12.3,963.6,5.1,8.3,0.9
1971-01-23,6.2,14.2,967.8,4.9,7.1,1.9
1971-01-24,6.7,17.5,972.4,5.7,8.8,2.6
1971-01-25,5.7,12.7,971.8,6.8,9.2,2.5
1971-01-26,7.2,15.5,970.2,7.2,8.3,5.6
1971-01-27,6.1,15.2,967.4,6.7,8.8,5.7
1971-01-28,5.5,13.7,981.6,5.2,7.6,3.8
1971-01-29,3.7,12.0,985.2,3.8,8.4,1.4
1971-01-30,2.3,6.5,978.0,2.5,5.9,-3.3
1971-01-31,1.8,2.9,970.4,2.3,5.3,0.1
1971-02-01,4.8,15.2,980.6,0.2,5.0,-1.3
1971-02-02,2.4,9.9,1000.0,-2.6,1.4,-5.3
1971-02-03,4.2,11.7,993.9,-0.9,0.3,-5.0
1971-02-04,2.1,7.4,1000.6,1.4,5.8,-0.5
1971-02-05,0.6,2.9,1002.3,1.9,3.0,-1.7
1971-02-06,1.8,5.2,1002.7,2.0,2.5,1.3
1971-02-07,2.1,5.5,996.7,1.3,2.0,1.0
1971-02-08,3.2,9.2,996.4,4.4,5.8,0.9
1971-02-09,2.2,6.4,995.5,4.0,5.3,2.6
1971-02-10,2.0,7.5,992.4,2.4,6.6,-0.4
1971-02-11,2.9,6.1,993.9,0.8,1.6,0.3
1971-02-12,3.9,13.5,990.0,4.6,6.9,-1.0
1971-02-13,6.0,17.0,978.8,5.7,8.8,4.2
1971-02-14,4.7,9.7,978.6,3.0,6.2,1.6
1971-02-15,6.8,13.8,966.8,4.0,8.2,0.3
1971-02-16,3.7,10.0,962.7,3.7,5.8,2.2
1971-02-17,3.0,12.6,973.1,2.3,6.8,0.0
1971-02-18,4.0,8.7,969.5,3.7,6.9,0.1
1971-02-19,2.8,10.0,978.7,3.7,6.4,2.4
1971-02-20,1.9,5.9,986.3,1.3,4.7,0.2
1971-02-21,2.4,5.5,985.0,1.0,3.0,-2.7
1971-02-22,4.0,12.1,988.2,2.4,5.4,1.2
1971-02-23,4.7,16.0,994.2,2.4,4.7,0.9
1971-02-24,2.3,6.9,995.0,3.5,5.3,0.3
1971-02-25,5.5,13.9,987.9,3.5,4.9,2.3
1971-02-26,6.2,15.0,985.5,-0.5,3.2,-2.0
1971-02-27,3.1,9.6,989.2,-6.0,-2.0,-10.5
1971-02-28,5.9,14.2,989.9,-4.9,-2.4,-8.8
1971-03-01,3.9,10.0,993.5,-3.4,-1.1,-6.0
1971-03-02,1.6,4.4,991.4,-2.8,-0.4,-5.2
1971-03-03,3.6,10.9,989.8,-5.6,-2.2,-7.7
1971-03-04,3.3,7.8,995.8,-7.4,-4.2,-11.5
1971-03-05,4.0,8.0,992.3,-7.6,-4.3,-9.2
1971-03-06,3.7,9.2,991.0,-7.8,-3.4,-13.0
1971-03-07,3.6,10.1,992.3,-4.1,-1.6,-7.0
1971-03-08,1.7,5.2,991.2,-2.8,3.6,-8.6
1971-03-09,1.6,6.5,983.6,-0.8,2.1,-7.5
1971-03-10,5.6,13.9,988.6,0.7,4.4,-1.3
1971-03-11,7.0,17.5,991.9,0.5,3.8,-1.4
1971-03-12,2.6,10.4,995.0,0.3,1.5,-2.8
1971-03-13,2.7,9.0,986.8,4.6,11.0,1.4
1971-03-14,1.4,4.1,975.9,4.6,10.6,-4.1
1971-03-15,1.5,6.0,970.7,5.2,9.4,0.3
1971-03-16,2.3,6.9,974.7,5.4,9.6,2.4
