MESS_DATUM,FM,FX,PM,TMK,TXK,TNK
1982-12-29,2.2,6.8,1000.6,0.5,3.1,-0.8
1982-12-30,1.0,3.2,1004.1,0.2,3.4,-1.2
1982-12-31,0.6,1.8,1000.3,-1.2,1.6,-3.7
1983-01-01,1.3,5.2,994.2,-0.8,3.1,-3.4
1983-01-02,1.4,4.7,995.3,0.6,1.5,-2.3
1983-01-03,4.5,17.1,991.3,5.6,7.9,0.6
1983-01-04,10.3,28.0,984.6,8.3,10.2,7.7
1983-01-05,4.4,13.4,986.2,9.2,11.4,4.6
1983-01-06,4.3,10.9,989.4,8.9,12.5,6.5
1983-01-07,5.0,13.5,994.7,5.1,8.2,3.6
1983-01-08,5.1,15.5,998.7,2.5,4.4,1.6
1983-01-09,6.4,20.2,1001.0,3.2,5.1,0.3
1983-01-10,6.0,14.2,1002.1,5.7,6.8,3.4
1983-01-11,2.2,8.9,1001.9,6.0,7.0,5.5
1983-01-12,2.9,10.4,999.5,0.5,5.6,-0.6
1983-01-13,3.6,13.9,987.6,2.4,5.9,-2.9
1983-01-14,8.1,20.9,978.0,0.9,4.8,-0.6
1983-01-15,7.9,18.4,970.0,4.4,5.5,-0.6
1983-01-16,7.7,18.0,980.9,6.2,7.5,5.2
1983-01-17,8.2,19.4,986.7,6.2,7.7,5.7
1983-01-18,7.8,20.2,979.9,2.3,5.7,1.0
1983-01-19,8.4,22.7,984.5,0.6,2.6,-0.9
1983-01-20,3.7,11.4,999.9,0.7,3.0,-0.6
1983-01-21,6.9,16.1,1001.1,2.0,2.6,0.0
1983-01-22,2.3,8.0,1004.7,3.2,4.1,1.6
1983-01-23,0.7,3.5,1003.3,1.1,4.5,-0.7
1983-01-24,1.7,5.0,1003.4,-2.7,-0.7,-3.3
1983-01-25,2.4,5.1,1001.3,1.3,3.9,-3.4
1983-01-26,2.1,7.0,1000.6,7.3,9.0,3.7
1983-01-27,6.5,18.7,991.3,10.6,13.1,7.8
1983-01-28,8.0,18.3,987.1,8.1,10.3,7.3
1983-01-29,8.5,21.8,982.0,8.1,10.3,7.0
1983-01-30,6.9,25.7,970.8,4.1,7.7,1.8
1983-01-31,8.2,19.5,977.6,1.6,4.0,0.5
1983-02-01,12.7,31.3,966.9,7.1,10.8,0.7
1983-02-02,8.8,22.9,985.3,2.3,4.6,-0.2
1983-02-03,6.1,16.4,988.8,1.0,3.4,-0.4
1983-02-04,3.2,9.1,997.2,-1.6,1.6,-2.7
1983-02-05,4.1,12.1,972.6,-0.8,1.1,-4.7
1983-02-06,3.0,8.8,958.8,0.9,2.9,0.1
1983-02-07,2.7,7.2,962.3,-0.7,0.5,-1.2
1983-02-08,1.2,6.0,973.1,-1.4,0.0,-2.2
1983-02-09,3.0,10.0,977.0,-1.2,1.2,-3.8
1983-02-10,2.6,7.4,974.2,-2.5,-0.4,-3.0
1983-02-11,3.3,8.8,973.7,-3.3,-2.2,-5.4
1983-02-12,2.5,8.0,978.1,-2.2,-1.3,-3.0
1983-02-13,3.8,14.2,983.4,-2.9,0.1,-8.0
1983-02-14,5.2,10.4,984.5,-2.7,-1.5,-3.0
1983-02-15,5.4,11.8,994.2,-4.7,-0.1,-7.4
1983-02-16,4.6,9.8,998.6,-6.4,-2.2,-10.2
1983-02-17,4.5,10.5,1003.1,-4.0,0.1,-8.1
1983-02-18,0.6,2.4,1001.5,-4.3,1.0,-9.1
1983-02-19,0.9,3.5,996.3,-8.0,-4.3,-10.8
1983-02-20,1.1,2.9,992.0,-1.0,0.8,-7.8
1983-02-21,3.0,7.5,996.3,-3.3,0.1,-5.2
1983-02-22,2.6,7.3,1001.6,-5.9,-1.5,-11.1
1983-02-23,3.2,10.2,1002.4,-4.1,0.6,-10.4
1983-02-24,1.7,5.8,1000.7,-2.5,2.5,-8.0
1983-02-25,2.3,8.4,993.2,-0.2,3.6,-8.3
1983-02-26,2.3,10.0,981.7,4.6,7.5,1.0
1983-02-27,3.6,9.1,982.7,5.9,8.6,3.8
1983-02-28,3.8,10.8,979.7,2.9,6.7,2.2
1983-03-01,1.6,4.8,985.3,1.6,3.9,0.2
1983-03-02,1.5,5.4,996.6,2.9,7.0,-0.1
1983-03-03,1.1,2.8,1002.4,1.6,6.1,-2.0
1983-03-04,1.0,3.7,1000.8,-1.1,1.8,-3.8
1983-03-05,1.6,9.0,999.1,1.0,7.3,-1.8
1983-03-06,5.2,13.3,995.1,4.3,6.2,0.9
1983-03-07,5.4,15.2,994.7,7.2,9.2,4.3
1983-03-08,1.8,6.8,994.7,6.5,10.6,5.5
1983-03-09,2.4,12.5,988.6,8.5,15.1,-0.4
1983-03-10,2.1,7.4,990.0,4.5,9.4,1.5
1983-03-11,3.7,15.0,989.4,4.7,9.7,2.8
1983-03-12,3.6,10.6,998.0,2.3,7.6,-2.5
1983-03-13,3.2,7.7,991.4,4.2,10.2,-2.2
1983-03-14,1.9,10.3,984.0,8.1,14.5,0.5
1983-03-15,1.5,4.7,977.5,6.9,9.2,5.7
1983-03-16,2.8,6.4,986.5,7.0,10.0,6.1
1983-03-17,2.1,7.4,991.1,8.2,14.0,0.1
1983-03-18,3.8,8.6,990.4,9.6,11.8,7.8
1983-03-19,4.2,11.8,985.3,9.4,11.6,8.6
1983-03-20,1.8,9.4,985.9,9.3,13.5,7.3
1983-03-21,5.6,26.2,977.8,8.6,10.5,7.2
1983-03-22,10.3,23.5,972.4,4.3,9.4,2.4
1983-03-23,7.6,24.9,973.1,6.2,9.6,0.6
1983-03-24,8.0,21.0,963.5,8.1,11.3,6.6
1983-03-25,4.4,16.1,970.1,3.0,6.9,1.9
1983-03-26,5.9,14.0,965.6,1.6,5.0,0.3
1983-03-27,3.5,9.2,969.2,2.7,5.8,-0.6
1983-03-28,1.9,8.1,969.2,1.2,3.8,0.3
1983-03-29,1.9,7.9,978.9,2.5,7.5,-1.4
1983-03-30,5.5,14.9,977.4,5.2,7.4,0.4
1983-03-31,3.7,9.8,972.2,7.9,11.6,4.8
1983-04-01,2.0,6.7,965.1,7.8,10.5,2.7
1983-04-02,2.1,6.9,963.7,5.0,8.8,4.7
1983-04-03,1.6,6.0,969.9,4.8,7.2,2.4
1983-04-04,2.0,10.0,971.1,4.2,7.2,1.3
1983-04-05,4.7,13.1,971.6,3.9,8.0,1.8
1983-04-06,8.4,21.1,966.4,6.2,10.3,3.5
1983-04-07,5.4,17.5,973.1,6.2,8.2,2.6
1983-04-08,6.9,21.8,972.1,11.6,14.8,5.3
1983-04-09,2.0,7.0,981.2,5.7,12.5,4.9
1983-04-10,2.8,12.1,979.8,11.2,15.4,4.7
1983-04-11,4.6,24.1,973.7,10.1,19.1,7.1
1983-04-12,6.2,16.0,978.5,4.4,7.1,3.3
1983-04-13,4.0,11.7,991.3,3.0,7.7,2.0
1983-04-14,4.7,16.1,991.2,4.5,6.3,1.3
1983-04-15,4.0,12.0,991.5,6.9,8.4,4.2
1983-04-16,2.5,7.9,986.4,10.2,15.7,3.4
1983-04-17,3.2,9.0,975.3,14.2,20.6,3.8
1983-04-18,3.2,9.9,970.3,14.7,19.0,10.3
1983-04-19,3.1,22.6,971.5,11.9,20.3,8.7
1983-04-20,3.4,10.4,982.7,12.8,17.6,6.1
1983-04-21,3.9,15.9,974.3,16.4,21.8,9.0
1983-04-22,5.0,15.8,979.6,11.0,17.4,8.2
1983-04-23,1.9,12.2,975.3,14.2,19.9,5.4
1983-04-24,1.8,8.9,977.9,10.4,15.4,8.2
1983-04-25,2.2,9.0,977.9,13.1,20.5,3.7
1983-04-26,2.1,10.9,977.6,15.4,19.9,9.6
1983-04-27,4.5,18.7,979.5,13.0,17.9,9.8
1983-04-28,2.6,10.6,982.7,14.0,19.3,6.8
1983-04-29,3.2,12.8,983.6,12.7,17.2,10.0
1983-04-30,1.8,15.8,978.5,12.2,19.8,5.0
1983-05-01,3.5,14.3,969.0,11.6,15.7,9.6
1983-05-02,6.8,19.6,975.7,9.5,14.0,8.0
1983-05-03,5.2,17.2,979.9,9.1,12.8,6.8
1983-05-04,2.0,6.3,982.3,8.2,11.7,7.1
1983-05-05,1.1,7.4,986.7,11.4,16.0,5.6
1983-05-06,3.1,6.9,985.9,13.4,18.5,4.5
1983-05-07,4.0,9.1,978.9,13.3,17.2,9.9
1983-05-08,2.0,8.3,975.5,10.6,15.2,9.7
1983-05-09,0.4,9.2,974.7,11.0,14.6,7.1
1983-05-10,2.0,11.0,971.3,8.8,11.5,7.2
1983-05-11,4.5,13.4,968.7,9.7,13.3,5.3
1983-05-12,4.5,16.1,971.9,12.0,20.5,5.9
1983-05-13,2.2,5.4,980.4,9.5,11.3,8.7
1983-05-14,2.1,25.0,980.1,13.8,19.3,7.3
1983-05-15,1.5,9.6,977.0,15.8,21.1,11.3
1983-05-16,2.6,15.6,974.1,14.4,20.9,11.0
1983-05-17,2.7,21.0,979.4,14.0,23.0,8.4
1983-05-18,3.0,8.5,982.9,13.5,18.5,9.1
1983-05-19,2.5,12.9,983.1,11.3,15.2,7.6
1983-05-20,3.4,10.6,978.9,16.2,21.6,6.3
1983-05-21,3.0,23.9,972.0,15.1,23.6,10.5
1983-05-22,1.3,6.5,981.7,10.3,12.8,9.0
1983-05-23,2.0,6.1,978.5,9.5,10.1,8.5
1983-05-24,2.0,6.3,973.9,9.6,10.7,9.0
1983-05-25,2.8,8.6,976.1,9.5,10.7,8.9
1983-05-26,3.1,9.2,979.7,9.0,11.0,8.3
1983-05-27,3.0,7.2,983.0,8.2,9.6,7.7
1983-05-28,2.4,7.1,982.0,10.0,14.0,6.8
1983-05-29,4.5,15.7,978.5,10.7,14.2,7.4
1983-05-30,1.6,6.0,982.2,13.1,17.7,6.4
1983-05-31,1.6,8.3,984.8,17.4,23.6,8.1
1983-06-01,1.1,6.5,984.7,19.5,25.1,11.4
1983-06-02,3.3,12.4,989.1,16.3,22.5,14.4
1983-06-03,0.9,5.2,991.5,17.4,22.9,9.9
1983-06-04,0.7,4.5,991.2,21.0,28.1,11.4
1983-06-05,2.4,13.3,988.5,18.7,24.7,14.5
1983-06-06,4.8,11.9,990.9,14.6,19.3,12.4
1983-06-07,4.5,12.7,992.6,17.1,22.6,7.6
1983-06-08,1.7,5.2,989.4,20.6,27.6,9.3
1983-06-09,2.2,10.0,989.1,20.1,25.6,14.5
1983-06-10,2.2,10.3,986.2,18.7,23.3,14.3
1983-06-11,0.7,3.8,983.9,18.1,22.9,13.4
1983-06-12,1.2,7.3,983.9,19.8,26.1,11.5
1983-06-13,2.2,8.8,984.7,17.6,22.8,16.1
1983-06-14,2.9,9.9,988.7,15.8,20.4,13.8
1983-06-15,2.7,14.7,992.5,11.0,15.3,9.2
1983-06-16,2.2,7.3,994.6,11.7,15.0,8.4
1983-06-17,2.0,8.8,992.0,11.4,16.7,8.1
1983-06-18,3.7,11.9,993.4,13.8,17.7,6.0
1983-06-19,3.4,12.9,989.2,17.0,21.6,11.0
1983-06-20,3.9,11.0,987.1,19.7,25.5,10.4
1983-06-21,2.8,17.0,985.3,18.8,24.6,13.8
1983-06-22,2.7,7.5,984.5,21.4,26.7,15.5
1983-06-23,1.0,5.6,983.5,21.0,27.0,14.1
1983-06-24,1.2,5.8,984.4,21.7,27.7,13.2
1983-06-25,2.3,9.1,985.5,22.1,26.7,15.5
1983-06-26,0.9,20.8,983.8,19.3,25.1,15.5
1983-06-27,2.6,11.6,979.1,19.2,23.7,15.1
1983-06-28,2.6,7.6,983.5,13.9,18.0,11.4
1983-06-29,2.7,9.0,983.5,15.9,19.7,8.1
1983-06-30,3.5,13.7,980.4,17.4,21.9,11.1
1983-07-01,2.5,8.7,985.8,14.8,18.7,13.5
1983-07-02,1.0,5.0,991.3,17.4,22.1,10.4
1983-07-03,0.7,6.8,989.1,20.2,25.1,12.0
1983-07-04,2.2,7.5,987.9,21.2,27.3,13.4
1983-07-05,3.1,8.4,987.4,23.0,28.6,15.4
1983-07-06,1.0,7.9,984.6,23.4,28.8,16.7
1983-07-07,2.0,10.7,982.9,19.9,24.1,16.5
1983-07-08,1.0,5.2,983.5,21.6,27.1,17.5
1983-07-09,1.3,6.6,986.1,24.3,31.0,16.6
1983-07-10,1.3,7.1,987.1,25.0,31.6,16.0
1983-07-11,1.9,6.6,987.7,25.8,32.3,17.7
1983-07-12,1.9,7.0,986.8,25.4,30.9,17.9
1983-07-13,2.9,11.9,984.8,22.6,28.1,16.4
1983-07-14,1.8,6.6,986.5,18.9,24.1,14.3
1983-07-15,1.2,6.1,985.5,21.6,28.1,13.1
1983-07-16,2.0,9.5,984.7,23.6,31.4,13.7
1983-07-17,1.7,8.3,984.0,25.7,33.1,16.6
1983-07-18,2.6,17.1,985.1,22.4,29.0,17.1
1983-07-19,2.1,15.2,987.6,21.2,28.4,14.8
1983-07-20,2.2,9.9,989.3,18.2,22.4,15.4
1983-07-21,1.6,6.2,991.7,16.7,22.3,10.5
1983-07-22,1.2,5.0,986.0,21.9,29.4,9.9
1983-07-23,1.1,4.8,981.1,25.6,31.8,15.3
1983-07-24,2.4,12.6,980.4,20.0,26.1,18.0
1983-07-25,1.0,3.7,984.0,23.3,29.7,15.4
1983-07-26,2.2,10.1,983.9,27.9,36.2,17.0
1983-07-27,1.3,8.6,984.8,27.3,35.2,18.0
1983-07-28,2.3,19.5,985.9,25.9,32.1,20.0
1983-07-29,2.7,10.0,988.6,22.3,27.0,17.5
1983-07-30,1.5,9.0,987.1,23.6,30.3,15.3
1983-07-31,1.5,7.9,981.2,26.4,33.4,15.5
1983-08-01,3.7,24.2,978.0,21.4,28.3,18.2
1983-08-02,1.9,10.5,982.5,17.8,23.4,14.4
1983-08-03,2.1,6.4,988.0,13.5,16.7,12.4
1983-08-04,2.7,12.4,989.8,13.8,18.5,11.1
1983-08-05,3.6,11.9,985.8,14.0,16.2,12.5
1983-08-06,2.6,6.5,985.3,13.3,14.2,11.7
1983-08-07,2.3,6.4,988.9,17.4,21.7,11.7
1983-08-08,3.4,8.9,991.5,20.6,25.7,13.8
1983-08-09,2.7,8.5,989.5,21.9,27.8,14.8
1983-08-10,2.6,14.6,984.3,20.6,28.3,15.7
1983-08-11,1.5,10.6,980.7,18.2,25.0,13.7
1983-08-12,2.2,9.3,978.5,20.9,27.6,13.8
1983-08-13,3.2,12.1,983.0,15.9,21.0,14.8
1983-08-14,1.1,4.5,988.6,15.2,20.3,8.4
1983-08-15,1.9,9.4,987.1,19.4,26.8,9.1
1983-08-16,2.2,10.7,983.0,20.2,27.4,13.2
1983-08-17,1.3,12.0,984.3,19.0,26.9,14.4
1983-08-18,1.5,6.5,987.4,22.0,28.0,13.3
1983-08-19,2.4,11.9,985.9,23.0,29.7,15.7
1983-08-20,1.1,6.3,986.3,22.7,30.5,16.0
1983-08-21,1.2,11.0,985.5,21.1,29.9,14.5
1983-08-22,0.7,3.9,987.8,20.4,25.6,15.8
1983-08-23,1.2,9.5,986.4,22.1,28.5,14.7
1983-08-24,3.4,10.0,982.9,22.4,27.2,17.1
1983-08-25,5.2,13.5,983.8,23.1,28.9,17.5
1983-08-26,3.5,14.8,986.1,22.9,29.5,16.6
1983-08-27,1.4,6.1,987.2,23.0,29.4,16.3
1983-08-28,2.3,11.9,986.7,19.8,27.2,15.8
1983-08-29,2.9,11.5,986.7,19.3,26.0,13.4
1983-08-30,2.1,7.6,987.1,20.0,27.0,12.7
1983-08-31,1.9,9.0,983.5,20.9,28.8,11.6
1983-09-01,2.6,13.2,979.9,21.5,27.3,15.3
1983-09-02,2.3,10.2,980.4,18.2,23.4,15.6
1983-09-03,7.6,23.9,981.3,15.0,21.2,11.4
1983-09-04,5.6,14.2,988.3,14.6,18.8,11.2
1983-09-05,6.2,19.7,988.8,18.2,24.1,14.6
1983-09-06,2.7,11.0,989.1,13.8,20.2,7.9
1983-09-07,4.2,13.4,987.7,12.2,17.9,9.4
1983-09-08,1.5,6.2,982.4,13.8,20.4,4.4
1983-09-09,4.2,22.0,973.7,16.0,22.1,13.4
1983-09-10,2.5,18.1,972.2,14.4,19.8,12.2
1983-09-11,5.7,14.8,974.2,12.6,16.7,11.3
1983-09-12,6.3,15.1,979.3,11.8,14.8,9.8
1983-09-13,5.8,15.2,985.9,11.1,15.0,9.4
1983-09-14,3.8,14.3,984.5,14.8,21.0,10.5
1983-09-15,4.1,15.7,976.2,17.4,26.2,10.9
1983-09-16,5.5,17.0,971.6,12.4,16.5,9.7
1983-09-17,4.0,12.9,975.4,10.8,15.9,7.3
1983-09-18,3.7,13.0,984.7,14.2,18.7,9.5
1983-09-19,3.2,12.9,985.9,17.0,24.0,10.6
1983-09-20,2.4,11.5,992.5,12.2,18.3,10.1
1983-09-21,2.2,6.4,984.3,13.0,17.1,6.6
1983-09-22,3.9,15.5,991.1,13.6,18.4,10.8
1983-09-23,1.2,5.4,996.2,12.6,19.7,5.6
1983-09-24,1.3,6.5,992.8,17.8,25.4,7.2
1983-09-25,2.4,15.6,998.4,12.6,19.7,10.5
1983-09-26,0.7,2.9,998.8,12.0,20.6,4.2
1983-09-27,0.8,3.5,994.1,14.2,22.7,5.2
1983-09-28,1.5,4.7,989.3,16.9,25.4,7.9
1983-09-29,2.0,8.1,983.9,16.1,23.6,10.8
1983-09-30,2.0,11.2,983.9,13.5,21.7,8.3
1983-10-01,3.6,9.6,993.7,12.3,17.5,9.1
1983-10-02,1.6,6.0,992.3,13.4,16.2,8.3
1983-10-03,3.1,9.8,991.3,16.9,21.5,14.2
1983-10-04,2.3,7.0,988.4,17.6,26.1,11.3
1983-10-05,4.7,14.8,988.6,18.1,23.8,15.3
1983-10-06,4.4,11.8,989.9,13.2,17.3,12.6
1983-10-07,2.9,8.7,989.1,13.1,19.0,7.4
1983-10-08,5.8,14.3,983.3,12.2,14.4,11.1
1983-10-09,6.2,21.3,980.0,11.0,13.7,9.5
1983-10-10,4.3,14.3,983.5,13.0,14.3,10.5
1983-10-11,5.3,15.7,984.5,9.6,13.5,6.5
1983-10-12,4.3,11.9,990.8,8.2,11.5,5.4
1983-10-13,2.4,7.8,984.8,10.9,19.2,3.3
1983-10-14,2.5,8.8,985.2,11.8,15.4,6.8
1983-10-15,4.9,21.9,981.5,10.6,15.4,7.7
1983-10-16,5.7,19.7,973.9,8.8,14.0,6.4
1983-10-17,5.3,13.7,982.4,7.9,10.5,5.7
1983-10-18,5.5,17.7,990.6,8.6,10.6,4.6
1983-10-19,6.1,16.2,991.5,12.2,14.3,9.1
1983-10-20,1.8,6.9,994.2,8.5,12.0,5.9
1983-10-21,2.2,8.1,999.2,6.3,11.2,4.6
1983-10-22,1.1,5.6,1005.5,3.3,10.2,-1.6
1983-10-23,1.2,4.8,998.2,3.8,11.3,-2.2
1983-10-24,1.1,4.8,993.4,4.2,11.6,-2.3
1983-10-25,0.8,4.0,997.1,4.8,10.1,-0.2
1983-10-26,1.8,7.0,994.2,8.5,14.0,4.6
1983-10-27,1.1,7.2,988.9,8.0,16.7,1.0
1983-10-28,1.8,6.2,986.0,6.9,13.3,2.7
1983-10-29,3.4,10.0,991.5,5.1,7.5,4.4
1983-10-30,2.1,6.0,991.0,1.6,5.1,-0.3
1983-10-31,1.9,8.7,991.4,5.0,6.6,-1.9
1983-11-01,2.5,9.0,997.0,7.6,10.3,5.9
1983-11-02,2.0,5.7,996.4,7.0,12.0,3.0
1983-11-03,1.1,3.3,989.1,4.0,8.5,0.6
1983-11-04,0.6,2.4,987.4,5.1,7.4,0.6
1983-11-05,0.3,2.6,987.8,7.2,11.5,4.5
1983-11-06,1.2,3.2,990.7,5.2,6.7,3.6
1983-11-07,1.9,7.8,988.5,5.0,9.9,3.2
1983-11-08,0.2,1.9,991.5,3.0,8.4,0.4
1983-11-09,0.5,2.1,993.4,0.6,2.7,-0.5
1983-11-10,2.7,5.1,990.5,1.7,2.4,-0.2
1983-11-11,2.1,9.8,991.2,2.9,3.8,1.3
1983-11-12,5.1,11.1,992.4,1.0,5.6,-1.1
1983-11-13,4.5,10.7,992.3,-1.5,3.9,-4.8
1983-11-14,3.9,9.4,994.9,-3.7,1.8,-7.0
1983-11-15,0.9,5.2,981.9,-4.2,-1.2,-10.5
1983-11-16,1.3,4.0,978.5,1.8,3.8,-2.2
1983-11-17,1.2,4.3,982.6,0.6,3.5,-0.7
1983-11-18,1.5,4.2,987.6,1.3,5.5,-1.2
1983-11-19,1.3,3.5,990.4,-0.8,3.7,-3.0
1983-11-20,1.8,5.6,982.8,-1.0,-0.3,-4.8
1983-11-21,1.8,8.9,983.1,0.5,4.5,-1.0
1983-11-22,1.7,4.9,990.5,-2.7,1.2,-5.3
1983-11-23,0.9,2.9,992.7,-4.0,-3.0,-5.0
1983-11-24,1.9,4.6,992.3,-4.2,-2.8,-5.3
1983-11-25,3.0,12.8,985.1,7.0,10.3,-4.7
1983-11-26,9.2,21.9,970.0,12.2,14.2,9.5
1983-11-27,11.7,29.0,949.3,10.2,14.6,7.5
1983-11-28,6.0,23.1,967.2,7.2,9.9,6.4
1983-11-29,5.7,12.0,982.1,5.5,7.1,4.8
1983-11-30,4.1,17.1,990.6,1.2,5.3,-0.4
1983-12-01,2.1,8.2,1005.1,-2.1,0.3,-3.4
1983-12-02,3.3,7.5,1005.5,-4.5,-1.2,-5.9
1983-12-03,1.6,4.0,1000.1,-4.6,-1.4,-8.0
1983-12-04,0.1,1.8,999.1,-4.6,-0.6,-8.6
1983-12-05,0.2,1.9,994.3,-4.6,-0.6,-8.1
1983-12-06,1.2,7.7,990.1,-1.7,1.1,-8.3
1983-12-07,2.2,7.4,995.9,-0.4,2.0,-1.5
1983-12-08,1.9,7.3,994.0,-1.8,-0.3,-7.7
1983-12-09,3.0,9.9,973.0,1.4,2.3,-1.7
1983-12-10,2.1,10.1,971.0,0.4,4.9,-1.6
1983-12-11,1.8,8.5,983.7,-2.2,0.7,-3.8
1983-12-12,3.2,9.7,986.1,-5.8,-3.2,-8.6
1983-12-13,1.2,3.2,992.3,-4.8,-3.4,-7.7
1983-12-14,2.6,5.0,990.7,-5.2,-2.2,-6.2
1983-12-15,3.9,7.9,982.3,-6.5,-3.4,-8.3
1983-12-16,1.9,5.6,971.1,-6.7,-3.6,-11.0
1983-12-17,1.0,5.0,967.5,-2.3,-0.9,-6.3
1983-12-18,1.4,5.0,964.4,0.0,1.1,-2.2
1983-12-19,1.7,7.3,960.3,1.6,3.0,-0.3
1983-12-20,2.2,4.7,969.6,2.5,6.5,0.6
1983-12-21,0.6,3.3,967.6,1.8,3.0,0.9
1983-12-22,1.6,6.2,975.0,2.6,6.9,-0.4
1983-12-23,3.7,10.0,976.2,7.0,8.6,0.6
1983-12-24,3.9,12.2,982.9,8.6,11.4,6.8
1983-12-25,5.3,12.8,980.9,11.2,13.7,8.0
1983-12-26,6.8,22.2,984.7,6.6,11.4,4.5
1983-12-27,4.6,14.8,1002.5,4.9,6.0,1.9
1983-12-28,3.3,11.5,999.5,4.6,7.8,2.6
1983-12-29,1.4,5.0,1001.7,4.6,6.4,1.5
1983-12-30,2.4,7.1,990.8,4.1,5.3,1.1
1983-12-31,4.1,13.0,993.4,3.4,5.3,1.0
1984-01-01,3.7,12.9,986.3,1.5,4.6,0.3
1984-01-02,6.1,18.8,984.0,4.0,5.2,-0.9
1984-01-03,10.8,29.0,968.9,4.9,6.6,3.4
1984-01-04,7.2,21.0,976.6,1.6,4.1,1.0
1984-01-05,4.6,12.7,989.0,0.8,2.5,-0.5
1984-01-06,2.5,10.5,984.6,0.6,2.5,-0.5
1984-01-07,4.8,10.2,972.1,2.8,3.6,0.1
1984-01-08,7.7,18.4,972.7,1.0,3.5,0.6
1984-01-09,3.6,13.0,982.9,1.0,2.5,0.0
1984-01-10,1.1,5.1,994.3,-1.2,1.2,-2.7
1984-01-11,3.7,11.8,987.9,0.6,2.0,-2.5
1984-01-12,4.5,11.2,976.0,2.4,3.4,-0.5
1984-01-13,9.0,24.4,974.2,4.1,7.0,0.4
1984-01-14,9.7,31.7,963.6,6.6,11.1,5.0
1984-01-15,8.4,29.0,974.7,1.6,5.5,0.0
1984-01-16,8.0,18.0,982.7,3.2,4.1,-0.2
1984-01-17,9.9,24.9,974.3,3.8,6.5,2.1
1984-01-18,7.1,18.6,984.7,0.4,3.4,-1.0
1984-01-19,2.4,6.8,978.0,-1.3,0.0,-5.0
1984-01-20,2.1,7.7,982.5,-0.4,3.2,-1.8
1984-01-21,1.7,7.9,985.7,-3.1,-0.4,-5.0
1984-01-22,4.5,11.3,971.4,-2.7,-1.4,-6.5
1984-01-23,7.3,16.2,957.9,1.3,2.4,-1.4
1984-01-24,9.3,21.7,955.9,1.2,2.6,-0.3
1984-01-25,4.5,12.2,982.3,-1.9,1.3,-4.1
1984-01-26,2.7,8.9,983.1,-3.1,-0.6,-9.6
1984-01-27,3.1,8.1,983.2,-0.5,1.4,-1.9
1984-01-28,0.7,3.6,990.3,-0.1,2.4,-3.2
1984-01-29,3.1,7.1,988.3,1.5,4.7,-1.2
1984-01-30,2.5,8.7,983.9,2.1,3.5,1.4
1984-01-31,3.6,10.7,971.9,1.8,4.3,-0.5
1984-02-01,2.6,8.0,972.9,1.5,3.0,-1.1
1984-02-02,3.3,9.2,973.9,3.7,5.5,0.4
1984-02-03,6.8,18.5,976.6,3.1,5.9,0.1
1984-02-04,5.7,14.4,985.1,4.1,5.1,2.1
1984-02-05,5.9,20.1,982.9,5.1,9.1,2.8
1984-02-06,10.4,25.1,974.2,4.5,6.1,0.6
1984-02-07,8.9,29.9,963.4,2.1,8.1,0.6
1984-02-08,6.7,17.4,960.3,1.5,2.6,-0.2
1984-02-09,4.9,18.2,986.6,1.6,3.1,0.8
1984-02-10,2.3,6.3,1003.0,0.3,2.0,-2.5
1984-02-11,3.6,13.2,1000.4,1.8,4.7,0.3
1984-02-12,4.8,11.0,1008.0,-1.8,1.6,-4.4
1984-02-13,4.5,10.5,1004.0,-1.9,1.6,-3.3
1984-02-14,2.9,7.6,1003.2,-1.6,1.7,-6.1
1984-02-15,3.4,7.0,1002.0,-2.6,1.0,-5.2
1984-02-16,1.9,4.8,999.1,-4.0,-0.7,-7.4
1984-02-17,0.8,2.8,997.9,-5.2,-1.0,-9.6
1984-02-18,1.9,6.1,995.6,-5.1,-0.3,-9.7
1984-02-19,3.4,9.9,987.2,-2.6,2.7,-7.4
1984-02-20,1.4,5.6,985.1,-1.9,2.3,-8.0
1984-02-21,3.1,8.2,985.9,1.4,6.4,-3.4
1984-02-22,2.0,7.3,984.2,0.3,4.0,-1.6
1984-02-23,2.2,8.6,986.9,-0.5,2.4,-2.5
1984-02-24,4.2,12.1,990.5,0.6,1.7,-0.4
1984-02-25,5.1,15.7,984.9,-0.2,1.2,-1.2
1984-02-26,3.7,7.2,977.9,2.9,6.6,-0.3
1984-02-27,3.2,8.6,976.5,0.0,2.4,-0.2
1984-02-28,3.2,7.6,982.0,0.1,3.1,-1.4
1984-02-29,1.6,4.3,981.7,0.7,3.1,-2.6
1984-03-01,1.3,3.7,977.5,0.7,5.7,-4.5
1984-03-02,4.3,14.8,971.3,0.8,3.5,-3.8
1984-03-03,4.6,12.1,972.7,1.2,3.3,-1.1
1984-03-04,2.4,8.1,990.8,0.6,4.9,-1.8
1984-03-05,1.0,4.9,996.6,1.0,2.8,-3.3
1984-03-06,1.3,4.5,999.8,3.6,7.7,1.2
1984-03-07,2.1,8.7,995.7,3.9,6.7,1.0
1984-03-08,3.1,12.6,997.4,1.0,5.4,-0.7
1984-03-09,4.2,11.3,999.2,-1.0,2.0,-1.9
1984-03-10,1.8,4.3,994.6,-1.2,3.0,-4.7
1984-03-11,1.0,4.3,993.5,-0.8,4.4,-5.8
1984-03-12,2.1,6.9,989.9,0.6,5.0,-5.0
1984-03-13,4.0,7.6,989.3,1.8,5.4,-1.4
